machine_id,machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,failure_binary,failure_type,sensor_aux_001,sensor_aux_002,sensor_aux_003,sensor_aux_004,sensor_aux_005,sensor_aux_006,sensor_aux_007,sensor_aux_008,sensor_aux_009,sensor_aux_010,sensor_aux_011,sensor_aux_012,sensor_aux_013,sensor_aux_014,sensor_aux_015,sensor_aux_016,sensor_aux_017,sensor_aux_018,sensor_aux_019,sensor_aux_020,sensor_aux_021,sensor_aux_022,sensor_aux_023,sensor_aux_024,sensor_aux_025,sensor_aux_026,sensor_aux_027,sensor_aux_028,sensor_aux_029,sensor_aux_030,sensor_aux_031,sensor_aux_032,sensor_aux_033,sensor_aux_034,sensor_aux_035,sensor_aux_036,sensor_aux_037,sensor_aux_038,sensor_aux_039,sensor_aux_040,sensor_aux_041,sensor_aux_042,sensor_aux_043,sensor_aux_044,sensor_aux_045,sensor_aux_046,sensor_aux_047,sensor_aux_048,sensor_aux_049,sensor_aux_050,sensor_aux_051,sensor_aux_052,sensor_aux_053,sensor_aux_054,sensor_aux_055,sensor_aux_056,sensor_aux_057,sensor_aux_058,sensor_aux_059,sensor_aux_060,sensor_aux_061,sensor_aux_062,sensor_aux_063,sensor_aux_064,sensor_aux_065,sensor_aux_066,sensor_aux_067,sensor_aux_068,sensor_aux_069,sensor_aux_070,sensor_aux_071,sensor_aux_072,sensor_aux_073,sensor_aux_074,sensor_aux_075,sensor_aux_076,sensor_aux_077,sensor_aux_078,sensor_aux_079,sensor_aux_080,sensor_aux_081,sensor_aux_082,sensor_aux_083,sensor_aux_084,sensor_aux_085,sensor_aux_086,sensor_aux_087,sensor_aux_088,sensor_aux_089,sensor_aux_090,sensor_aux_091,sensor_aux_092,sensor_aux_093,sensor_aux_094,sensor_aux_095,sensor_aux_096,sensor_aux_097,sensor_aux_098,sensor_aux_099,sensor_aux_100,sensor_aux_101,sensor_aux_102
MCH-057,M,301.22,309.68,1385,36.76,105,0,no_failure,35.898,58.588,42.565,33.947,67.909,47.011,49.549,63.497,38.002,60.799,61.286,43.098,67.866,79.499,68.528,65.491,34.594,48.933,58.914,65.088,39.059,50.789,70.396,72.62,40.376,46.459,56.205,70.112,51.324,63.753,64.13,63.633,57.878,26.618,62.772,42.958,67.374,55.874,59.7,52.225,52.187,55.231,60.791,51.068,66.176,66.049,58.942,54.684,66.097,65.569,29.157,46.217,47.079,69.951,39.744,60.838,35.762,61.792,74.873,62.528,67.431,56.74,67.611,70.404,50.427,64.601,58.27,60.648,46.904,52.72,36.386,59.098,48.436,36.226,62.408,45.046,73.641,50.996,72.713,49.713,58.327,67.126,78.604,57.931,53.675,51.95,52.83,56.648,49.603,64.171,63.048,74.851,57.222,56.547,68.002,65.328,56.669,80.402,69.805,69.474,61.026,53.59
MCH-058,M,298.51,308.89,1564,38.07,188,0,no_failure,42.629,55.79,46.781,59.133,41.122,37.873,71.732,68.354,54.06,58.073,58.698,68.13,64.701,47.903,67.032,54.64,72.398,40.794,53.89,49.594,86.43,70.29,65.585,79.658,40.021,49.534,66.537,55.426,72.584,53.507,59.622,76.061,75.024,46.697,42.168,54.036,59.061,54.777,63.162,51.873,52.228,57.606,62.654,50.187,75.071,59.286,66.405,65.66,67.051,76.69,49.919,54.111,60.581,52.132,64.37,56.049,52.365,64.329,47.423,63.954,72.614,56.245,78.418,73.435,72.011,57.755,56.97,28.548,66.393,42.705,49.135,52.9,80.194,46.927,58.334,55.959,53.762,74.504,62.057,60.005,55.302,66.406,45.304,65.999,52.083,52.101,44.188,44.302,79.893,61.094,53.418,79.005,63.042,63.077,43.744,63.827,68.706,73.005,71.088,56.05,73.244,48.871
MCH-059,M,295.67,303.99,1533,43.51,11,0,no_failure,43.717,45.218,48.245,62.372,53.825,74.592,45.797,58.562,65.986,60.293,77.858,62.758,61.119,61.974,60.205,77.182,41.253,44.899,61.896,51.999,60.412,47.308,69.605,49.191,58.685,64.444,63.162,43.855,58.174,73.202,75.481,69.557,65.234,55.179,48.661,45.77,44.376,31.255,60.586,67.176,53.099,60.894,87.212,70.68,70.763,50.342,49.181,68.155,53.363,77.248,51.506,64.48,68.924,41.593,51.549,41.444,52.951,37.226,63.339,64.443,53.948,54.832,43.337,59.53,60.072,49.354,41.65,35.045,59.702,58.152,32.775,55.536,62.679,38.426,64.809,56.366,49.834,62.072,49.194,52.266,76.145,82.056,55.984,70.251,54.07,43.7,56.267,15.909,56.197,60.032,56.243,75.774,76.347,51.516,76.244,74.044,78.479,79.021,40.121,55.962,64.434,60.063
MCH-060,L,297.53,305.95,1499,22.47,173,1,power_failure,47.33,59.335,56.625,35.653,47.513,80.171,33.875,60.641,71.63,55.334,60.5,62.827,63.761,56.663,72.872,79.115,53.549,40.928,61.239,71.563,55.095,48.704,41.178,71.189,70.614,57.872,50.557,78.48,66.581,78.485,75.547,54.282,74.029,81.597,61.488,61.91,69.66,56.787,59.837,58.35,65.353,60.629,68.255,81.661,67.596,57.608,57.15,67.124,93.742,88.273,52.735,75.818,61.345,69.032,67.655,69.968,49.485,47.587,48.546,80.188,60.119,65.716,64.217,64.576,72.837,56.167,83.602,64.249,44.712,50.297,69.426,52.883,67.9,57.719,64.356,48.503,43.197,67.645,66.867,54.238,64.001,75.185,59.804,81.879,44.93,51.647,45.819,68.067,55.405,55.122,70.561,67.156,88.349,80.04,62.064,63.307,42.286,70.967,57.563,68.495,69.796,65.029
MCH-061,M,298.72,308.35,1481,50.23,5,0,no_failure,56.459,51.467,65.497,68.103,56.928,58.448,42.037,55.696,76.303,69.734,71.586,65.519,73.45,66.968,78.654,65.439,43.825,71.535,73.9,50.112,60.666,32.607,50.412,63.168,56.491,54.238,74.701,55.798,44.793,56.739,60.432,54.155,78.326,48.25,53.007,32.088,39.522,47.047,76.153,66.636,60.007,62.658,49.943,58.567,72.503,66.32,57.056,51.243,58.457,84.401,38.772,35.224,51.796,64.593,55.952,52.537,69.578,58.263,87.357,53.541,74.262,54.751,72.163,65.886,73.423,68.136,77.067,33.827,58.18,57.024,53.9,50.385,69.304,69.54,57.854,57.335,68.984,61.355,54.909,37.017,53.613,40.122,56.651,76.02,41.644,54.543,48.533,65.474,50.458,61.788,56.726,59.408,69.917,49.901,57.386,55.566,73.639,68.684,88.713,53.85,59.575,53.257
MCH-062,L,298.91,309.18,2774,4.48,180,1,power_failure,54.171,47.111,53.754,81.496,69.596,61.066,62.467,52.748,64.555,67.236,89.367,52.605,63.591,90.424,77.44,69.947,53.811,59.989,47.983,56.815,60.874,76.543,72.19,69.452,60.962,55.505,61.317,70.148,74.404,57.25,70.671,75.71,68.187,60.854,48.883,57.094,43.297,81.967,68.933,64.477,57.13,61.42,58.193,55.222,70.933,56.388,79.106,70.615,63.686,79.888,60.908,51.422,54.912,63.171,55.229,52.188,58.548,57.849,74.015,71.062,55.839,70.076,74.437,74.939,66.118,56.241,55.986,56.741,53.528,53.446,69.306,54.482,72.895,67.097,62.78,64.206,55.428,64.51,55.594,64.612,78.885,62.64,46.276,83.502,46.791,56.05,45.797,63.413,58.33,79.316,57.587,63.471,50.568,75.661,68.181,68.324,62.302,59.351,56.67,80.269,82.335,37.117
MCH-063,L,300.24,309.67,1247,39.09,27,0,no_failure,50.447,58.652,61.417,52.506,57.672,69.576,54.064,53.882,64.781,70.059,66.088,58.313,76.707,71.193,65.287,58.554,43.033,67.408,19.997,52.42,46.545,70.702,35.43,53.431,49.314,51.863,64.959,54.835,39.251,65.382,62.692,93.836,75.769,44.599,65.279,53.08,31.722,68.173,45.791,50.113,61.386,62.933,57.979,65.478,63.997,60.555,52.859,51.041,69.418,57.003,45.284,63.224,52.586,78.857,65.149,42.018,61.547,55.531,66.103,53.334,63.007,43.424,69.659,66.998,68.146,68.921,72.976,47.509,56.77,60.06,57.497,51.616,61.945,41.799,64.019,58.67,65.284,73.616,65.968,63.067,61.632,45.937,74.965,75.599,49.277,39.248,53.355,63.936,55.896,68.519,50.124,57.257,56.287,57.43,55.418,65.254,48.438,62.049,76.875,56.885,51.558,52.075
MCH-064,L,300.87,311.02,1282,29.2,30,0,no_failure,55.058,33.752,56.537,50.222,51.919,51.94,47.413,70.371,68.47,49.535,56.204,70.43,65.943,77.062,63.127,80.891,58.974,42.242,35.183,45.969,43.554,70.685,69.646,48.136,59.014,71.766,37.238,52.049,55.955,61.393,56.251,68.156,66.625,64.234,38.938,53.742,45.206,56.524,38.86,59.41,77.42,64.057,61.118,63.068,53.536,54.362,57.729,61.031,74.269,64.054,51.205,47.047,65.041,46.057,40.387,54.03,54.99,55.171,56.593,62.464,60.228,68.192,70.037,70.701,51.588,78.401,71.995,68.652,49.537,54.91,55.637,45.623,51.586,57.99,47.49,72.055,61.575,87.542,62.058,56.587,74.694,71.783,69.377,83.094,54.049,36.889,60.216,61.737,48.681,41.615,56.337,57.776,67.412,60.613,53.966,59.705,77.112,66.558,53.733,58.332,76.904,57.178
MCH-065,L,297.48,307.78,1364,47.8,203,0,no_failure,43.111,51.397,47.767,57.879,53.744,73.377,81.562,60.182,68.525,62.827,59.765,71.938,71.772,68.772,54.079,76.15,47.853,44.131,47.787,50.499,60.323,65.833,47.579,68.801,65.137,52.851,67.701,41.315,63.844,60.628,63.395,59.132,62.897,54.466,56.763,70.823,36.916,57.586,41.689,57.393,55.731,42.432,73.101,54.259,64.503,72.37,55.524,79.695,65.371,60.186,54.149,40.455,51.78,34.186,58.795,55.386,57.613,59.637,69.124,58.634,64.435,44.692,61.843,75.383,76.916,69.881,62.692,57.199,54.257,39.192,47.224,50.679,34.25,61.236,43.426,58.407,55.046,63.353,61.45,74.228,60.715,59.118,89.783,50.646,60.13,34.986,44.835,47.789,59.681,57.655,49.331,51.246,42.866,45.903,51.757,67.33,46.407,60.743,84.841,62.896,74.278,53.504
MCH-066,M,296.48,307.46,1516,46.77,18,0,no_failure,45.389,45.866,69.522,57.975,44.458,52.325,49.794,49.884,64.257,47.661,52.263,59.723,78.246,75.709,74.829,61.454,49.131,55.317,24.889,63.759,55.773,48.139,55.066,54.851,47.071,58.486,55.976,60.99,73.932,60.804,53.271,67.629,74.071,48.694,49.28,61.408,69.653,42.516,52.374,59.903,56.918,45.884,49.47,75.737,55.9,51.617,65.748,71.964,76.147,65.591,56.197,61.491,65.091,53.582,56.917,55.796,43.836,63.097,57.409,52.63,48.957,67.473,54.64,32.722,71.562,45.186,66.779,51.281,62.043,48.819,45.575,30.834,59.519,35.291,54.104,72.607,57.639,79.912,33.622,52.848,54.837,65.538,72.922,59.595,32.445,48.02,41.319,42.301,55.3,52.401,58.794,39.773,53.837,66.041,71.63,52.237,66.331,62.531,61.607,71.253,57.951,51.261
MCH-067,M,295.48,308.01,1709,45.62,68,0,no_failure,54.841,64.641,51.444,37.228,52.198,37.716,53.127,57.558,68.192,54.724,71.246,55.123,38.278,69.141,74.143,68.958,44.54,52.285,30.037,38.105,52.074,53.751,62.76,49.592,67.538,57.118,62.414,61.607,57.244,56.974,69.785,45.19,63.196,33.972,47.239,42.208,47.909,70.114,71.044,45.929,53.036,59.003,80.728,76.925,61.056,57.15,58.392,55.443,52.183,66.442,53.655,41.622,35.156,52.17,52.966,59.415,70.258,49.33,38.172,57.197,47.286,55.385,69.794,61.983,48.229,68.464,75.641,49.98,71.129,53.965,52.061,37.529,71.267,64.863,47.824,58.24,66.917,52.97,50.081,56.056,61.105,68.611,60.601,68.365,54.04,44.99,41.888,44.165,50.651,40.523,63.811,52.005,65.564,54.199,55.268,45.843,63.072,49.614,82.342,55.226,59.178,69.806
MCH-068,L,298.6,308.48,1481,35.94,188,0,no_failure,49.851,62.278,75.519,57.594,54.48,66.822,53.41,53.072,75.516,61.718,55.159,67.823,47.55,80.393,66.429,57.092,49.703,66.015,49.904,52.309,51.496,45.747,51.883,75.943,55.014,37.114,64.021,66.63,61.357,66.937,52.895,44.834,60.04,42.576,45.796,57.869,45.669,62.553,76.434,72.214,67.776,44.668,64.416,65.561,70.475,82.143,60.548,63.238,57.248,61.4,35.707,52.148,74.481,58.999,63.128,56.273,41.756,51.474,68.323,51.441,53.965,68.035,59.949,46.156,83.228,51.231,55.125,32.835,54.042,57.069,62.187,59.594,48.342,81.05,51.739,56.053,76.989,60.22,58.622,57.05,72.888,45.471,77.454,66.005,50.287,39.721,45.898,56.143,47.958,52.289,68.897,67.784,53.727,53.844,65.172,67.005,68.566,63.308,74.95,55.764,69.511,40.835
MCH-069,M,301.62,311.32,1419,44.38,108,0,no_failure,43.393,55.817,56.15,42.57,55.602,40.913,56.838,45.804,48.794,56.77,67.006,53.766,69.125,74.647,57.955,49.68,53.93,38.325,45.137,55.358,40.291,78.041,55.84,60.243,65.489,54.417,47.006,56.254,69.32,56.481,69.864,68.634,66.469,51.382,47.395,67.75,53.586,58.932,57.368,46.621,58.534,68.793,85.558,66.425,69.856,58.632,67.342,81.264,67.655,56.228,68.804,54.92,50.188,58.871,55.742,51.69,61.928,79.459,43.789,62.448,63.642,50.11,82.761,61.753,67.267,71.79,82.674,51.481,54.864,53.846,58.612,53.867,69.44,80.071,58.148,48.82,60.376,79.598,92.43,71.431,72.265,52.879,57.507,49.295,43.74,62.614,55.962,52.151,52.857,48.212,53.63,47.793,52.09,52.416,60.632,53.474,67.977,54.224,57.066,61.615,58.435,48.505
MCH-070,M,298.52,307.85,1734,53.02,64,1,power_failure,80.19,45.492,72.384,42.463,67.594,66.469,61.832,70.77,61.739,65.849,60.556,71.623,74.75,76.278,68.122,65.403,58.157,55.842,42.256,61.844,54.756,50.401,48.056,48.9,52.427,59.382,52.815,72.334,77.335,65.123,43.446,47.134,64.692,58.603,45.826,56.052,54.384,50.502,48.931,65.23,61.332,50.437,71.959,83.692,56.654,51.975,58.632,77.313,65.851,66.88,55.36,37.918,56.892,57.75,62.644,50.851,44.245,68.2,65.859,74.173,59.342,40.926,55.684,81.984,69.857,68.904,72.216,63.497,46.547,51.258,50.144,48.113,58.05,59.033,57.178,64.958,62.497,46.213,59.327,86.976,78.272,55.947,66.219,57.919,46.217,43.71,67.002,21.592,62.116,53.634,48.631,59.201,67.406,57.293,79.877,62.621,68.597,47.423,64.798,69.725,68.881,47.125
MCH-071,L,300.89,312.01,2925,4.48,162,1,power_failure,68.506,64.312,71.386,31.028,54.594,71.148,46.275,62.814,50.53,73.203,66.306,58.245,64.068,80.455,58.384,82.93,31.268,60.427,32.13,69.76,71.18,63.379,57.193,54.58,57.013,51.737,72.496,76.497,60.809,66.096,65.559,60.131,78.389,66.012,49.794,44.61,63.782,44.793,67.202,52.48,66.388,67.51,89.746,63.1,80.87,67.189,60.805,69.378,80.029,48.676,54.87,49.272,60.458,62.461,59.273,55.844,59.168,80.62,58.525,64.002,58.472,52.829,61.628,92.478,70.36,59.623,75.97,66.463,55.802,48.69,71.548,59.834,61.678,70.741,72.652,55.192,51.25,76.292,77.835,63.042,86.177,91.944,54.678,82.726,50.56,54.334,53.694,74.596,41.143,57.123,66.296,56.125,63.505,61.802,47.22,56.957,74.904,81.739,82.718,73.968,78.437,41.583
MCH-072,M,296.49,305.49,1395,48.42,102,0,no_failure,37.701,45.043,39.606,50.221,51.568,56.785,56.714,48.895,69.749,58.163,59.572,65.528,68.824,59.17,52.012,73.603,58.205,55.405,75.934,57.783,54.593,49.403,63.924,70.904,60.646,57.491,64.364,73.669,53.249,72.727,66.143,72.238,80.937,66.972,44.736,43.008,41.452,46.287,61.247,47.123,51.083,73.393,68.805,85.748,51.184,64.728,68.908,48.981,81.006,56.858,59.067,52.825,57.221,66.061,56.551,59.863,45.525,36.303,89.727,72.232,63.017,72.058,41.053,60.227,58.852,62.065,68.033,73.008,55.895,48.113,56.444,51.939,53.719,68.412,59.251,42.039,60.698,55.796,63.111,55.937,42.042,54.598,49.881,57.755,47.696,55.67,42.796,38.773,41.461,56.554,54.472,50.926,73.372,38.435,61.018,39.131,69.354,32.585,70.647,72.408,66.388,44.803
MCH-073,L,297.54,306.88,1702,27.07,160,0,no_failure,63.671,54.658,56.553,49.786,56.545,49.501,74.204,54.675,39.146,75.862,56.112,54.752,62.554,65.035,72.713,72.545,74.457,37.085,66.036,63.628,35.973,46.204,57.144,55.913,48.584,42.792,66.562,56.963,67.543,81.392,58.581,66.841,68.15,36.213,52.447,44.261,45.905,64.176,59.443,69.951,59.524,46.31,71.162,53.112,65.169,71.158,59.897,56.481,59.992,62.731,70.315,46.885,49.391,61.643,59.471,64.13,72.543,49.488,51.912,70.44,70.197,51.549,52.765,54.93,59.837,58.878,55.265,55.014,34.823,52.75,54.204,63.256,44.162,67.795,61.892,58.506,65.306,65.494,50.866,62.943,84.875,74.19,53.383,61.867,50.713,46.089,63.979,29.903,56.271,42.531,54.355,41.635,45.457,73.546,62.113,60.559,63.397,58.25,72.534,53.804,61.835,22.927
MCH-074,L,298.03,305.11,1438,38.15,19,0,no_failure,63.47,41.066,47.817,53.764,59.423,54.882,32.577,62.031,62.361,60.746,53.03,62.72,84.386,33.471,60.271,62.167,52.896,58.634,55.019,56.442,61.443,57.901,69.08,48.651,74.195,70.822,41.8,42.536,77.789,45.144,63.743,65.393,61.413,41.184,57.271,56.701,45.293,45.85,60.795,45.475,41.426,83.363,58.126,66.762,68.758,54.684,64.5,70.473,51.916,63.592,64.955,45.151,65.999,69.537,45.962,60.409,58.597,60.423,78.405,66.596,71.606,52.389,53.188,67.581,51.91,64.719,66.271,53.194,29.692,51.252,59.834,50.483,49.651,63.571,48.839,64.563,55.069,60.916,51.906,54.73,63.392,53.798,62.706,78.004,49.914,44.717,40.318,56.814,49.403,56.396,57.484,58.246,63.803,55.427,68.476,55.137,54.001,48.639,75.774,71.929,52.108,50.389
MCH-075,M,296.91,306.96,1260,53.46,153,0,no_failure,47.251,31.521,53.129,51.246,53.058,51.394,58.577,44.224,67.552,56.201,72.291,64.929,59.249,61.653,63.645,49.344,62.023,38.59,55.674,51.501,61.525,54.775,58.331,59.935,53.816,44.623,70.45,47.295,68.453,65.647,61.902,57.022,76.91,49.91,64.496,39.518,48.019,34.534,65.882,68.439,61.486,63.011,69.738,64.437,65.982,59.972,62.444,50.716,64.832,70.407,45.918,41.229,33.372,45.934,49.735,47.686,56.366,57.167,55.773,69.051,33.601,78.208,54.278,94.792,70.658,79.223,67.67,39.036,27.507,50.565,65.12,51.183,26.749,58.34,60.853,48.37,64.476,69.051,64.637,64.593,47.837,37.691,68.909,72.644,42.716,60.456,39.292,35.037,68.858,47.936,61.239,76.954,59.895,69.919,58.853,52.493,64.361,64.462,39.568,69.569,61.537,35.006
MCH-076,M,297.68,306.83,1516,51.72,41,0,no_failure,50.972,51.074,61.585,55.988,52.051,63.302,65.035,51.175,60.26,71.951,58.685,49.033,77.424,54.219,63.434,64.634,37.204,57.278,65.319,55.296,63.357,45.324,61.662,37.955,76.248,50.848,56.289,41.236,73.751,66.632,65.238,62.242,51.345,55.538,43.045,48.268,65.192,67.379,72.117,62.429,42.982,44.302,44.406,65.908,46.88,67.064,65.754,66.591,85.453,69.701,39.944,38.096,53.191,67.772,48.373,72.033,45.951,60.068,80.196,44.133,50.192,64.606,55.569,74.087,66.117,63.995,64.884,59.033,61.674,58.141,54.103,55.883,73.732,70.974,63.416,56.447,65.512,82.458,78.845,66.267,67.482,62.657,33.681,52.243,30.141,51.006,54.854,50.231,47.327,59.012,49.236,86.692,44.697,63.67,69.272,57.1,61.796,63.702,74.252,42.829,71.636,60.339
MCH-077,M,299.05,308.78,1489,33.02,13,0,no_failure,68.62,46.051,32.837,38.065,38.328,57.4,48.59,59.874,63.371,53.542,60.009,48.759,64.93,52.989,67.144,62.101,45.782,42.525,62.555,49.517,68.874,58.914,59.612,56.75,67.556,64.146,41.968,51.825,71.102,57.415,58.05,53.882,76.341,38.702,70.15,53.565,50.102,47.721,75.239,60.258,72.385,50.25,67.199,49.836,61.777,56.861,51.28,52.198,58.856,49.422,52.784,49.658,47.509,38.805,63.778,46.836,43.07,65.455,45.525,63.252,47.249,56.906,56.636,57.427,58.923,52.383,78.047,52.55,64.488,56.618,51.451,67.644,48.483,64.268,41.138,46.585,57.307,60.191,46.218,45.58,76.837,69.921,60.177,74.833,52.256,55.071,62.097,53.069,69.828,51.009,44.506,50.353,73.036,66.321,49.948,58.269,64.934,77.175,44.716,57.227,77.666,47.335
MCH-078,M,298.41,310.06,1718,45.45,78,0,no_failure,54.784,65.416,56.642,56.112,35.289,43.688,67.655,56.389,44.141,74.783,55.183,69.665,63.846,81.672,66.989,61.307,33.547,55.22,39.373,54.842,59.679,48.5,59.927,70.351,62.095,50.721,50.993,66.115,81.114,61.525,61.55,52.502,57.564,48.976,46.069,60.833,46.065,68.93,73.626,52.697,65.626,50.365,61.513,72.36,57.431,62.447,55.412,46.467,70.272,58.744,49.15,44.75,43.253,48.498,51.883,41.738,46.314,48.265,46.377,53.257,82.371,52.012,56.999,71.553,69.761,60.669,69.497,48.82,38.953,44.702,54.307,43.725,63.979,57.18,65.028,40.697,54.492,78.643,74.244,59.309,49.992,62.094,71.929,93.663,57.887,53.458,53.989,45.934,31.584,48.949,61.251,55.885,66.535,67.494,55.214,75.711,65.622,44.003,61.232,56.249,57.579,52.605
MCH-079,M,299.73,310.07,1369,54.91,187,0,no_failure,45.239,44.722,32.846,58.707,56.47,61.386,60.134,60.186,66.169,69.444,66.915,52.462,79.168,78.503,58.052,65.663,40.818,52.485,40.823,58.072,52.11,62.606,46.688,48.827,54.232,63.208,56.488,75.083,41.829,57.569,59.829,71.295,67.639,55.264,47.045,59.293,59.125,56.727,49.342,58.772,51.545,63.425,52.907,42.999,63.623,52.975,62.259,63.237,59.45,71.901,55.568,59.027,64.445,56.135,50.887,58.205,40.873,65.314,50.661,55.773,63.268,67.912,52.847,61.415,61.983,49.154,59.347,53.323,44.424,40.334,59.605,40.284,60.327,67.475,55.989,55.935,83.026,48.836,65.26,58.29,53.449,62.614,45.068,68.651,53.906,45.936,54.477,49.813,40.304,56.856,66.69,67.309,65.739,66.61,48.973,71.908,72.443,44.931,59.879,67.554,68.603,53.875
MCH-080,M,299.02,308.76,1511,41.48,77,0,no_failure,46.086,72.248,67.117,64.75,69.289,56.014,54.198,57.586,72.942,54.053,63.186,54.46,74.543,53.511,58.477,60.155,53.777,56.747,70.195,42.833,64.575,53.353,44.861,38.074,59.715,44.402,67.112,71.719,69.318,52.519,62.537,45.122,76.14,49.162,52.274,40.147,55.691,50.46,62.066,52.655,45.135,37.831,55.086,74.056,49.653,69.018,56.271,57.265,68.773,49.788,45.471,46.019,51.231,54.103,40.41,50.235,58.582,58.808,60.427,67.286,65.469,58.889,48.3,68.753,62.973,57.023,51.933,61.831,50.647,47.037,50.26,68.453,39.478,57.477,58.903,64.625,70.352,69.956,70.749,62.207,75.694,67.465,63.908,57.762,55.581,46.022,48.41,45.722,50.657,44.026,54.384,51.709,60.609,53.057,61.115,75.52,58.881,74.117,70.029,66.701,65.797,72.968
MCH-081,L,299.25,307.85,1605,51.57,76,0,no_failure,48.609,47.554,73.65,82.489,42.745,51.914,58.339,68.298,65.626,58.412,59.1,57.358,53.904,53.091,62.581,60.55,38.644,76.805,52.792,56.863,50.007,56.526,63.252,45.466,71.237,59.032,59.333,62.002,66.142,56.562,67.382,62.269,59.515,64.348,43.111,41.8,46.778,64.802,52.474,66.173,68.437,54.639,63.816,53.671,60.661,61.849,61.48,89.68,68.446,60.276,52.848,64.56,59.39,40.685,51.252,45.159,62.714,42.292,69.964,53.221,68.286,54.398,48.284,83,79.485,80.378,53.258,41.777,37.671,43.609,58.068,49.703,43.29,81.297,52.17,65.526,69.487,67.305,83.547,65.712,63.315,56.823,52.486,60.008,57.195,40.115,31.412,53.502,49.643,57.811,63.244,51.56,75.382,57.651,63.437,53.396,58.032,68.347,61.987,59.711,65.866,49.06
MCH-082,L,296.62,307.7,1271,48.53,163,0,no_failure,34.633,44.303,68.32,38.32,60.661,75.188,41.135,74.178,72.17,53.576,58.663,65.519,60.384,57.666,53.786,64.087,67.756,43.655,72.582,67.349,48.014,75.304,65.794,44.486,57.914,46.941,71.846,66.849,66.24,75.739,65.065,55.97,62.879,26.428,57.624,47.196,46.471,65.379,63.249,56.412,59.818,47.852,53.759,72.417,67.907,63.083,63.739,63.88,53.041,64.577,50.787,28.984,50.869,40.367,63.047,62.042,71.384,61.86,53.874,56.517,56.88,73.783,46.336,82.31,53.743,69.531,58.173,51.617,40.427,71.821,47.82,39.122,56.145,61.259,61.067,65.486,58.532,47.618,51.594,80.137,68.52,61.771,61.618,100.944,58.826,40.805,40.034,63.073,78.704,38.155,43.647,65.491,34.96,66.361,50.803,51.691,55.233,62.649,81.414,71.263,56.877,59.488
MCH-083,L,297.68,306.66,1589,55.09,31,0,no_failure,45.166,40.052,65.516,47.224,61.685,51.71,62.691,55.328,53.136,62.546,44.604,56.029,65.86,57.343,71.345,52.453,58.722,63.517,64.036,36.285,61.22,65.64,54.546,32.66,68.657,65.516,59.614,62.882,48.269,52.691,75.673,84.044,72.225,54.013,43.019,57.277,75.027,53.732,54.063,48.266,59.54,69.532,48.909,74.4,75.418,67.184,55.071,62.192,65.406,54.79,36.78,31.715,54.857,22.286,61.117,37.969,55.129,76.842,52.439,53.589,60.26,71.352,83.757,90.05,67.693,74.5,66.758,51.245,45.576,57.215,53.148,32.055,46.621,42.098,50.463,50.363,55.977,38.707,70.576,56.426,49.449,63.532,65.083,52.787,39.529,51.702,50.501,73.068,53.79,44.169,65.649,66.219,59.616,67.275,56.127,76.414,62.791,73.27,82.155,74.885,74.172,59.978
MCH-084,L,298.02,307.07,2941,7.22,173,1,power_failure,52.622,45.942,60.99,50.527,49.147,53.339,72.768,63.791,67.372,79.72,78.714,76.026,86.619,75.139,73.423,71.353,70.695,34.906,65.235,55.657,61.168,60.78,44.671,57.474,62.687,85.885,56.792,64.919,67.954,50.573,60.398,68.104,75.626,56.549,47.244,44.128,59.394,47.485,49.484,53.913,74.692,61.833,76.9,67.128,53.176,65.868,84.302,57.838,73.57,67.841,54.544,51.907,48.843,45.881,74.3,54.746,55.006,46.878,46.496,63.091,64.157,68.14,65.85,68.136,83.924,71.493,79.43,53.191,56.461,54.69,46.038,55.441,59.342,51.903,60.166,63.682,59.141,52.047,36.541,69.802,67.832,61.258,62.159,93.469,47.094,57.94,55.358,55.091,81.785,56.295,71.753,59.839,76.211,56.43,67.508,68.33,70.682,65.341,60.168,65.299,67.19,55.692
MCH-085,L,300.64,309.9,1743,51.43,115,1,power_failure,55.676,56.318,52.575,76.768,56.574,54.908,73.579,76.121,76.618,65.666,76.084,64.169,80.871,81.65,72.443,70.371,63.351,38.709,53.885,61.984,47.552,74.966,54.758,86.382,53.528,50.203,84.038,74.249,65.758,59.806,65.683,88.61,72.587,69.33,70.848,60.203,63.948,69.381,49.784,66.547,61.65,57.958,68.978,69.254,64.861,70.967,63.11,64.994,97.724,74.096,52.445,41.072,61.305,48.453,46.668,49.879,64.197,82.115,69.116,73.305,49.727,58.383,62.22,65.28,64.471,84.796,79.387,67.388,54.11,51.068,62.564,48.746,61.146,39.577,70.175,67.135,51.368,77.965,82.347,53.802,79.321,78.914,69.815,72.719,66.033,60.796,53.032,61.252,52.631,60.994,69.292,67.802,66.462,51.441,58.262,69.902,45.782,54.416,43.211,75.46,76.715,69.933
